norm_iri;content;content_clean
dio~di101-0178~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Hie Jst ∙ Begrebn(us) ∙ des Er/berge(n) ∙ Jeronimus ∙ Piern/dorffer<appalpha id=""footnotes-appalpha-dio-di101-0178-a"">a)</appalpha> / franic̣a<appalpha id=""footnotes-appalpha-dio-di101-0178-b"">b)</appalpha> ∙ vnd ∙ Katerina / payd ∙ sein ∙ Havsfrawen / vnd ∙ x ∙ seiner ∙ Kinder ∙</lno>
      </par>
    </sec>
    <sec>
      <p>
        <strong>II. Wappeninitialen:</strong>
      </p>
      <par>
        <lin>J(eronimus) // P(ierndorffer)</lin>
      </par>
    </sec>
  </sco>";I. Hie Jst ∙ Begrebn(us) ∙ des Er/berge(n) ∙ Jeronimus ∙ Piern/dorffera) / franic̣ab) ∙ vnd ∙ Katerina / payd ∙ sein ∙ Havsfrawen / vnd ∙ x ∙ seiner ∙ Kinder ∙ II. Wappeninitialen: J(eronimus) // P(ierndorffer)
dio~di101-0179~1;"<sco>
<sec>

<par>
<lno>[A]n(n)o d(omi)ni 1512 in die agate / obyt venerabilis vir d(omi)n(u)s / wolfgangvs hofkircher / pastor hvivs eclesie hic sepvlt(us) / cvivs anima deo vivat</lno>
</par>
</sec>
</sco>";[A]n(n)o d(omi)ni 1512 in die agate / obyt venerabilis vir d(omi)n(u)s / wolfgangvs hofkircher / pastor hvivs eclesie hic sepvlt(us) / cvivs anima deo vivat
dio~di101-0180~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Sant<appalpha id=""footnotes-appalpha-dio-di101-0180-a"">a)</appalpha> ∙ Otmar ∙ 1512 ∙</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>∙ Michel ∙ per<appalpha id=""footnotes-appalpha-dio-di101-0180-b"">b)</appalpha> zw<appalpha id=""footnotes-appalpha-dio-di101-0180-c"">c)</appalpha> ∙ altnwurg ∙ anfangk<appalpha id=""footnotes-appalpha-dio-di101-0180-d"">d)</appalpha> / ∙ der ∙ kirchen<appalpha id=""footnotes-appalpha-dio-di101-0180-b"">b)</appalpha> 1 ∙ 5 ∙ 1 ∙ 2<appalpha id=""footnotes-appalpha-dio-di101-0180-b"">b)</appalpha></lno>
      </par>
    </sec>
  </sco>";I. Santa) ∙ Otmar ∙ 1512 ∙ II. ∙ Michel ∙ perb) zwc) ∙ altnwurg ∙ anfangkd) / ∙ der ∙ kirchenb) 1 ∙ 5 ∙ 1 ∙ 2b)
dio~di101-0181~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>15//12<appalpha id=""footnotes-appalpha-dio-di101-0181-a"">a)</appalpha></lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>Hie ist <lig>de</lig>r vo(n) Sbarczenstain<appalpha id=""footnotes-appalpha-dio-di101-0181-b"">b)</appalpha> / <lig>pe</lig>grebnus<appalpha id=""footnotes-appalpha-dio-di101-0181-c"">c)</appalpha></lno>
      </par>
    </sec>
  </sco>";I. 15//12a) II. Hie ist der vo(n) Sbarczenstainb) / pegrebnusc)
dio~di101-0182~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>An(n)o D(omi)ni ∙ 1514 ∙ q(ui)nta die Maij O(biit) / <lig>ve</lig>nerabilis Jn chr(ist)o<appalpha id=""footnotes-appalpha-dio-di101-0182-a"">a)</appalpha> p(ate)r ac d(omi)n(u)s Joannes ∙ vigesimus secund(us) cenobij<appalpha id=""footnotes-appalpha-dio-di101-0182-b"">b)</appalpha> Al<lig>de</lig>rspacen/sis Abbas predign(us)<appalpha id=""footnotes-appalpha-dio-di101-0182-b"">b)</appalpha> ∙ senio (et)<appalpha id=""footnotes-appalpha-dio-di101-0182-c"">c)</appalpha> mor<lig>bo</lig> / confect(us) ∙ ex hu(ma)nus migrans ∙ corp(us) sub isto mar(m)ore ∙ a(n)imam<appalpha id=""footnotes-appalpha-dio-di101-0182-d"">d)</appalpha> <lig>ve</lig>ro sup(er) astra collocauit ∙</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>O MATER DEI MEMENTO MEI</lno>
      </par>
    </sec>
  </sco>";I. An(n)o D(omi)ni ∙ 1514 ∙ q(ui)nta die Maij O(biit) / venerabilis Jn chr(ist)oa) p(ate)r ac d(omi)n(u)s Joannes ∙ vigesimus secund(us) cenobijb) Alderspacen/sis Abbas predign(us)b) ∙ senio (et)c) morbo / confect(us) ∙ ex hu(ma)nus migrans ∙ corp(us) sub isto mar(m)ore ∙ a(n)imamd) vero sup(er) astra collocauit ∙ II. O MATER DEI MEMENTO MEI
dio~di101-0183~1;"<sco>
<sec>

<par>
<lno>AN(N)O D(OMI)NI ∙ 1514 ∙ PAX ∙ IN ∙ TRANTIBVS</lno>
</par>
</sec>
</sco>";AN(N)O D(OMI)NI ∙ 1514 ∙ PAX ∙ IN ∙ TRANTIBVS
dio~di101-0184~1;"<sco>
    <sec>
      <par>
        <lno>Anno d(omi)ni M ccccc xiiii / an dem [---]/ung ist [gestorben --- ersam ∙ Wilhalm ---]<appalpha id=""footnotes-appalpha-dio-di101-0184-a"">a)</appalpha></lno>
      </par>
    </sec>
  </sco>";Anno d(omi)ni M ccccc xiiii / an dem [---]/ung ist [gestorben --- ersam ∙ Wilhalm ---]a)
dio~di101-0185~1;"<sco>
<sec>

<par>
<lno>An(n)o D(omi)nị 15&lt;..&gt; an &lt;---&gt; / Starb Der Edl vn(d) vest Her Alban von klosn zu hay<lig>de</lig>nburg <lig>de</lig>(m) got gna[d] / An(n)o D(omi)ni ∙ 1515 ∙ an Montag nacḥ / Judica starb di Ẹḍḷ fraw Anna vo(n) klosn geborn vo(n) Fraw(ṇ)<lig>be</lig>rg d(er) got gn(a)d</lno>
</par>
</sec>
</sco>";An(n)o D(omi)nị 15<..> an <---> / Starb Der Edl vn(d) vest Her Alban von klosn zu haydenburg de(m) got gna[d] / An(n)o D(omi)ni ∙ 1515 ∙ an Montag nacḥ / Judica starb di Ẹḍḷ fraw Anna vo(n) klosn geborn vo(n) Fraw(ṇ)berg d(er) got gn(a)d
dio~di101-0186~1;"<sco>
    <sec>
      <par>
        <lno>∙ Die ∙ Edl(e)n ∙ vest(e)n ∙ kristoff ∙ vnd ∙ Hanns ∙ goder ∙ zw<appalpha id=""footnotes-appalpha-dio-di101-0186-a"">a)</appalpha> ∙ / ∙ kriestorff ∙ vnd ∙ walxing<appalpha id=""footnotes-appalpha-dio-di101-0186-b"">b)</appalpha> geprueder<appalpha id=""footnotes-appalpha-dio-di101-0186-b"">b)</appalpha> 1515 ∙</lno>
      </par>
    </sec>
  </sco>";∙ Die ∙ Edl(e)n ∙ vest(e)n ∙ kristoff ∙ vnd ∙ Hanns ∙ goder ∙ zwa) ∙ / ∙ kriestorff ∙ vnd ∙ walxingb) gepruederb) 1515 ∙
dio~di101-0187~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Hie lige(n) begrabe(n) die Erberge(n) gerg wiert vn(d) brobst all hie avch / dorothea sein havsfraw starb de[n] / nachste(n) mitwoche(n) nach iohan(n)is baptista im 1516 iar ∙</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>Vate(r)<appalpha id=""footnotes-appalpha-dio-di101-0187-a"">a)</appalpha> // vn(d)<appalpha id=""footnotes-appalpha-dio-di101-0187-a"">a)</appalpha> // muotter des Erwirdigen her(r)en abts Egidiẹ(ṇ)</lno>
      </par>
    </sec>
  </sco>";I. Hie lige(n) begrabe(n) die Erberge(n) gerg wiert vn(d) brobst all hie avch / dorothea sein havsfraw starb de[n] / nachste(n) mitwoche(n) nach iohan(n)is baptista im 1516 iar ∙ II. Vate(r)a) // vn(d)a) // muotter des Erwirdigen her(r)en abts Egidiẹ(ṇ)
dio~di101-0188~1;"<sco>
    <sec>
      <par>
        <lno>+ 1516 ∙ O ∙ SANCTE ∙ PETRE ∙ ORA ∙ PRO ∙ NOBIS<appalpha id=""footnotes-appalpha-dio-di101-0188-a"">a)</appalpha></lno>
      </par>
    </sec>
  </sco>";+ 1516 ∙ O ∙ SANCTE ∙ PETRE ∙ ORA ∙ PRO ∙ NOBISa)
dio~di101-0189~1;"<sco>
    <sec>
      <par>
        <lno>ANNO ∙ D(OMI)NI ∙ 1517 ∙ O ∙ SANCE<appalpha id=""footnotes-appalpha-dio-di101-0189-a"">a)</appalpha> ∙ IORI ∙ ORA [∙]<appalpha id=""footnotes-appalpha-dio-di101-0189-b"">b)</appalpha> P<appalpha id=""footnotes-appalpha-dio-di101-0189-c"">c)</appalpha></lno>
      </par>
    </sec>
  </sco>";ANNO ∙ D(OMI)NI ∙ 1517 ∙ O ∙ SANCEa) ∙ IORI ∙ ORA [∙]b) Pc)
dio~di101-0190~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>O<appalpha id=""footnotes-appalpha-dio-di101-0190-a""> a)</appalpha> // MATER<appalpha id=""footnotes-appalpha-dio-di101-0190-a"">a)</appalpha> // DEI<appalpha id=""footnotes-appalpha-dio-di101-0190-a"">a)</appalpha> // M<appalpha id=""footnotes-appalpha-dio-di101-0190-b"">b)</appalpha></lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>Hie ligt begraben der Ersam / Hainrich Greiner her Caspar / Ain Briesster sein Sun Den ∙ / got genedig sey vnd er ist / gestorben Anno d(omi)ni 1518 Jar / am freytag vor liechtmesn</lno>
      </par>
    </sec>
  </sco>";I. O a) // MATERa) // DEIa) // Mb) II. Hie ligt begraben der Ersam / Hainrich Greiner her Caspar / Ain Briesster sein Sun Den ∙ / got genedig sey vnd er ist / gestorben Anno d(omi)ni 1518 Jar / am freytag vor liechtmesn
dio~di101-0191~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>An(n)o [d(omi)ni 1]512 ∙ / Die ∙ 2̣9̣ ∙ May ∙ / ∙ O(biit) ∙ <lig>ve</lig>n(erabi)lis<appalpha id=""footnotes-appalpha-dio-di101-0191-a"">a)</appalpha> nobilis (et)<appalpha id=""footnotes-appalpha-dio-di101-0191-b"">b)</appalpha> Excellens ∙ / vir ∙ d(ominus) ∙ Bolfgang(us)<appalpha id=""footnotes-appalpha-dio-di101-0191-c"">c)</appalpha> <lig>de</lig> swarcze(n)stain / ∙ v(triusque) ∙ J(uris) ∙ <lig>do</lig>ctor Can(oni)c(us) (et)<appalpha id=""footnotes-appalpha-dio-di101-0191-b"">b)</appalpha> Archidiacon(us) / pat(aviensis) aput Maio//res<appalpha id=""footnotes-appalpha-dio-di101-0191-d"">d)</appalpha> suos hic se/pult(us) cui(us) // a(n)i(m)a<appalpha id=""footnotes-appalpha-dio-di101-0191-d"">d)</appalpha> Deo / viuat<appalpha id=""footnotes-appalpha-dio-di101-0191-e"">e)</appalpha> ∙</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>Ḥịe<appalpha id=""footnotes-appalpha-dio-di101-0191-f"">f)</appalpha> ligt <lig>be</lig>gra<lig>be</lig>n <lig>de</lig>r E<lig>de</lig>l vn(d) / <lig>ve</lig>st Andre von Swarczenstain / Zu Furstenstain gestorb(e)n Am ∙ 21 ∙ / tag Mạrcy Jm 1519̣<appalpha id=""footnotes-appalpha-dio-di101-0191-g"">g)</appalpha> ∙ / [---]</lno>
      </par>
    </sec>
    <sec>
      <p>
        <strong>III. Wappenbeischriften:</strong>
      </p>
      <par>
        <lin>∙ Eglofstain<appnum id=""footnotes-appnum-dio-di101-0191-1"">1)</appnum> ∙ // ∙ preising<appnum id=""footnotes-appnum-dio-di101-0191-2"">2)</appnum> ∙</lin>
      </par>
    </sec>
  </sco>";I. An(n)o [d(omi)ni 1]512 ∙ / Die ∙ 2̣9̣ ∙ May ∙ / ∙ O(biit) ∙ ven(erabi)lisa) nobilis (et)b) Excellens ∙ / vir ∙ d(ominus) ∙ Bolfgang(us)c) de swarcze(n)stain / ∙ v(triusque) ∙ J(uris) ∙ doctor Can(oni)c(us) (et)b) Archidiacon(us) / pat(aviensis) aput Maio//resd) suos hic se/pult(us) cui(us) // a(n)i(m)ad) Deo / viuate) ∙ II. Ḥịef) ligt begraben der Edel vn(d) / vest Andre von Swarczenstain / Zu Furstenstain gestorb(e)n Am ∙ 21 ∙ / tag Mạrcy Jm 1519̣g) ∙ / [---] III. Wappenbeischriften: ∙ Eglofstain1) ∙ // ∙ preising2) ∙
dio~di101-0192~1;"<sco>
    <sec>
      <par>
        <lno>Das gepau nt<appalpha id=""footnotes-appalpha-dio-di101-0192-a"">a)</appalpha> [---] Jn <lig>de</lig>m xvj Jare ∙ / durch <lig>de</lig>n ∙ Erwird(igen)<appalpha id=""footnotes-appalpha-dio-di101-0192-b"">b)</appalpha> [---] ∙ Abt Gregorge(n) ∙ und / durch Maister Cue[---]<appalpha id=""footnotes-appalpha-dio-di101-0192-c"">c)</appalpha> zu pharkirch(e)n geend / Anno d(omi)ni ∙ M ∙ ccccc<appalpha id=""footnotes-appalpha-dio-di101-0192-d"">d)</appalpha> : // xviiij<appalpha id=""footnotes-appalpha-dio-di101-0192-d"">d)</appalpha> :</lno>
      </par>
    </sec>
  </sco>";Das gepau nta) [---] Jn dem xvj Jare ∙ / durch den ∙ Erwird(igen)b) [---] ∙ Abt Gregorge(n) ∙ und / durch Maister Cue[---]c) zu pharkirch(e)n geend / Anno d(omi)ni ∙ M ∙ cccccd) : // xviiijd) :
dio~di101-0193~1;"<sco>
<sec>

<par>
<lno>Jörg Schaffmansperger Probst zu Vilshouen obiit anno 1519</lno>
</par>
</sec>
</sco>";Jörg Schaffmansperger Probst zu Vilshouen obiit anno 1519
dio~di101-0194~1;"<sco>
    <sec>
      <par>
        <lno>An(n)o d(om)inj · 1 ∙ 5 ∙ 20<appalpha id=""footnotes-appalpha-dio-di101-0194-a"">a)</appalpha> · Jar An / Freitag ∙ nach Lucie Starb dy / Edl Frav Ellspet Jorg(e)n Rüest/ạrffers zu Wanckham haus/[f]rav Sällige der got gene/dig Sein wölle Amen</lno>
      </par>
    </sec>
  </sco>";An(n)o d(om)inj · 1 ∙ 5 ∙ 20a) · Jar An / Freitag ∙ nach Lucie Starb dy / Edl Frav Ellspet Jorg(e)n Rüest/ạrffers zu Wanckham haus/[f]rav Sällige der got gene/dig Sein wölle Amen
dio~di101-0195~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Nach Cristi gepvrt 1497 Jar ist gstorbe(n)<appalpha id=""footnotes-appalpha-dio-di101-0195-a"">a)</appalpha> / d(er) Ersam vn(d) weis Andre Landaver An vnse(r) / Fraventag Enpfenckn(us) d(er) hie Begrab(e)n ligt / Mer Jm 1499 Jar ist gstorbe(n) walpvrg<appalpha id=""footnotes-appalpha-dio-di101-0195-b"">b)</appalpha> ∙ / statin Sein Havsfraw Es ligt Avch hie be/grabe(n) d(er) Erberg Hanns Landav(er) d(er) gstorb(e)n / ist 15&lt;..&gt; Anna Sein hausfraw mer ligt / hie wilhalm landav(er) den got genedig Sey<appalpha id=""footnotes-appalpha-dio-di101-0195-c"">c)</appalpha> ∙</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>Jacob<appalpha id=""footnotes-appalpha-dio-di101-0195-b"">b)</appalpha> ∙ // Landawer<appalpha id=""footnotes-appalpha-dio-di101-0195-d"">d)</appalpha> 1516</lno>
      </par>
    </sec>
    <sec>
      <snr>III.</snr>
      <par>
        <lno>Jvhana<appalpha id=""footnotes-appalpha-dio-di101-0195-e"">e)</appalpha> 1520<appalpha id=""footnotes-appalpha-dio-di101-0195-d"">d)</appalpha> // Landawerin<appalpha id=""footnotes-appalpha-dio-di101-0195-b"">b)</appalpha> ∙</lno>
      </par>
    </sec>
  </sco>";I. Nach Cristi gepvrt 1497 Jar ist gstorbe(n)a) / d(er) Ersam vn(d) weis Andre Landaver An vnse(r) / Fraventag Enpfenckn(us) d(er) hie Begrab(e)n ligt / Mer Jm 1499 Jar ist gstorbe(n) walpvrgb) ∙ / statin Sein Havsfraw Es ligt Avch hie be/grabe(n) d(er) Erberg Hanns Landav(er) d(er) gstorb(e)n / ist 15<..> Anna Sein hausfraw mer ligt / hie wilhalm landav(er) den got genedig Seyc) ∙ II. Jacobb) ∙ // Landawerd) 1516 III. Jvhanae) 1520d) // Landawerinb) ∙
dio~di101-0196~1;"<sco>
    <sec>
      <par>
        <lno>Hỵe ligt begraben her / Steffan Ruckhenstain / der gestorben ist ∙ An(n)o<appalpha id=""footnotes-appalpha-dio-di101-0196-a"">a)</appalpha> ∙ / d(omi)ni M ccccc xx<appalpha id=""footnotes-appalpha-dio-di101-0196-b"">b)</appalpha> geporn / ẓẉ maurkirchen<appalpha id=""footnotes-appalpha-dio-di101-0196-c"">c)</appalpha></lno>
      </par>
    </sec>
  </sco>";Hỵe ligt begraben her / Steffan Ruckhenstain / der gestorben ist ∙ An(n)oa) ∙ / d(omi)ni M ccccc xxb) geporn / ẓẉ maurkirchenc)
dio~di101-0197~1;"<sco>
<sec>
<snr>I.</snr>
<par>

<lno>O ∙ Heiliger ∙ Her ∙ sant // ∙ Johans ∙ pit ∙ got ∙ vir ∙ vns</lno>

</par>
</sec>
<sec>
<p><strong>II. Wappenbeischrift heraldisch rechts:</strong></p>
<par>

<lin>∙ Tvschl ∙</lin>

</par>
</sec>
<sec>
<p><strong>III. Wappenbeischrift heraldisch links:</strong></p>
<par>

<lin>vilshoven</lin>
</par>
</sec>
</sco>";I. O ∙ Heiliger ∙ Her ∙ sant // ∙ Johans ∙ pit ∙ got ∙ vir ∙ vns II. Wappenbeischrift heraldisch rechts: ∙ Tvschl ∙ III. Wappenbeischrift heraldisch links: vilshoven
dio~di101-0198~1;"<sco>
    <sec>
      <par>
        <lno>An(n)o D(omi)ni ∙ 1496 ∙ Die / Simonis et Ju<lig>de</lig> obijt / ven(erabi)lis<appalpha id=""footnotes-appalpha-dio-di101-0198-a"">a)</appalpha> vir d(omi)n(u)s Johan(n)e[s] / goder hic sepultus Cui[(us)] / A(ni)ma Deo viuat<appalpha id=""footnotes-appalpha-dio-di101-0198-b"">b)</appalpha></lno>
      </par>
    </sec>
  </sco>";An(n)o D(omi)ni ∙ 1496 ∙ Die / Simonis et Jude obijt / ven(erabi)lisa) vir d(omi)n(u)s Johan(n)e[s] / goder hic sepultus Cui[(us)] / A(ni)ma Deo viuatb)
dio~di101-0199~1;"<sco>
    <sec>
      <par>
        <lno>An(n)o Dom(in)i<appalpha id=""footnotes-appalpha-dio-di101-0199-a"">a)</appalpha> Mile[si]mo<appalpha id=""footnotes-appalpha-dio-di101-0199-b"">b)</appalpha> / qui(n)gentesymo v[ic]es/ymo<appalpha id=""footnotes-appalpha-dio-di101-0199-c"">c)</appalpha> p(ri)mo ∙ 22 ∙ die [m]e/nsis<appalpha id=""footnotes-appalpha-dio-di101-0199-c"">c)</appalpha> Septenbrỵ[s]<appalpha id=""footnotes-appalpha-dio-di101-0199-d"">d)</appalpha> ∙ / obyt honorand(us) [v]ir<appalpha id=""footnotes-appalpha-dio-di101-0199-c"">c)</appalpha> / leopold(us) groczler [i]n / Aygen<appalpha id=""footnotes-appalpha-dio-di101-0199-e"">e)</appalpha> hic Sepu[l]t(us)<appalpha id=""footnotes-appalpha-dio-di101-0199-c"">c)</appalpha> / C(uius) A(n)i(m)a <lig>De</lig>o vi[v]at<appalpha id=""footnotes-appalpha-dio-di101-0199-c"">c)</appalpha></lno>
      </par>
    </sec>
  </sco>";An(n)o Dom(in)ia) Mile[si]mob) / qui(n)gentesymo v[ic]es/ymoc) p(ri)mo ∙ 22 ∙ die [m]e/nsisc) Septenbrỵ[s]d) ∙ / obyt honorand(us) [v]irc) / leopold(us) groczler [i]n / Aygene) hic Sepu[l]t(us)c) / C(uius) A(n)i(m)a Deo vi[v]atc)
dio~di101-0200~1;"<sco>
<sec>

<par>
<lno>Anno ∙ d(omi)ni ∙ 1 ∙ 5 ∙ 21 ∙ Jn ∙ die ∙ sancti ∙ / leopoldi ∙ Obyt venerabilis [---]</lno>
</par>
</sec>
</sco>";Anno ∙ d(omi)ni ∙ 1 ∙ 5 ∙ 21 ∙ Jn ∙ die ∙ sancti ∙ / leopoldi ∙ Obyt venerabilis [---]
dio~di101-0201~1;"<sco>
    <sec>
      <par>
        <lno>Anno ∙ d(omi)ni ∙ 1 ∙ 5 ∙ 21 ∙ starb Die Edl vnd Vest / fraw Maria ∙ Jacoby<appalpha id=""footnotes-appalpha-dio-di101-0201-a"">a)</appalpha> geprone<appalpha id=""footnotes-appalpha-dio-di101-0201-a"">a)</appalpha> Spettin von / zwiffalt des Edl vnd veste(n) ∙ fridrich<appalpha id=""footnotes-appalpha-dio-di101-0201-b"">b)</appalpha> vo(n) piencz/enaw<appalpha id=""footnotes-appalpha-dio-di101-0201-c"">c)</appalpha> // zw<appalpha id=""footnotes-appalpha-dio-di101-0201-d"">d)</appalpha> ∙ Paw(m)garttn der zeit / Pfleg(er) ∙ zw // Griespach<appalpha id=""footnotes-appalpha-dio-di101-0201-d"">d)</appalpha> Ellche ∙ havsfraṿ</lno>
      </par>
    </sec>
  </sco>";Anno ∙ d(omi)ni ∙ 1 ∙ 5 ∙ 21 ∙ starb Die Edl vnd Vest / fraw Maria ∙ Jacobya) gepronea) Spettin von / zwiffalt des Edl vnd veste(n) ∙ fridrichb) vo(n) piencz/enawc) // zwd) ∙ Paw(m)garttn der zeit / Pfleg(er) ∙ zw // Griespachd) Ellche ∙ havsfraṿ
dio~di101-0202~1;"<sco>
<sec>

<par>
<lno>hie ligen begraben / <lig>de</lig>s Edln sigmund / schachners zu tetn/weis · sun karius / starb · 1519 · Jeroni/mus starb · 1521 · / den got genad · A(men) ∙</lno>
</par>
</sec>
</sco>";hie ligen begraben / des Edln sigmund / schachners zu tetn/weis · sun karius / starb · 1519 · Jeroni/mus starb · 1521 · / den got genad · A(men) ∙
dio~di101-0203~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Hac in pace dei fratres / sub mole quiescent </lno>
        <lin>Alderspa/censes dum tuba sum(m)a<appalpha id=""footnotes-appalpha-dio-di101-0203-a"">a)</appalpha> / canet </lin>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>Vlricus Winter 1515 / Joannes kranwider 1521</lno>
      </par>
    </sec>
  </sco>";I. Hac in pace dei fratres / sub mole quiescent Alderspa/censes dum tuba sum(m)aa) / canet II. Vlricus Winter 1515 / Joannes kranwider 1521
dio~di101-0204~1;"<sco>
    <sec>
      <par>
        <lno>+<appalpha id=""footnotes-appalpha-dio-di101-0204-a"">a)</appalpha> ANNO ∙ D(OMI)NI ∙ 1521 ∙ O ∙ S(ANCTA) ∙ ANNA ∙ ORA ∙ PRO<appalpha id=""footnotes-appalpha-dio-di101-0204-b"">b)</appalpha></lno>
      </par>
    </sec>
  </sco>";+a) ANNO ∙ D(OMI)NI ∙ 1521 ∙ O ∙ S(ANCTA) ∙ ANNA ∙ ORA ∙ PROb)
dio~di101-0205~1;"<sco>
    <sec>
      <par>
        <lno>[---]<appalpha id=""footnotes-appalpha-dio-di101-0205-a"">a)</appalpha> / Cui(us) A(n)i(m)a Requiescat Jn p//ace<appalpha id=""footnotes-appalpha-dio-di101-0205-b"">b)</appalpha></lno>
      </par>
    </sec>
  </sco>";[---]a) / Cui(us) A(n)i(m)a Requiescat Jn p//aceb)
dio~di101-0206~1;"<sco>
    <sec>
      <snr>I. </snr>
      <par>
        <lno>An(n)o ∙ d(omi)ni ∙ 1523 ∙ a(n) ∙ s[and Joa(n)nes] / Enthauptung ∙ star[b der Edl] / Vest ∙ Christof ∙ Pfä[ffenbeckh zu] / Hayming ∙ der ∙ zei[t pfleger] / zw ∙ grießpach ∙ de(m) ∙ g[ott gnad]</lno>
      </par>
    </sec>
    <sec>
      <p>
        <strong>II. Spruchband:</strong>
      </p>
      <par>
        <lin>AL // HERNA//CH<appalpha id=""footnotes-appalpha-dio-di101-0206-a"">a)</appalpha></lin>
      </par>
    </sec>
  </sco>";I. An(n)o ∙ d(omi)ni ∙ 1523 ∙ a(n) ∙ s[and Joa(n)nes] / Enthauptung ∙ star[b der Edl] / Vest ∙ Christof ∙ Pfä[ffenbeckh zu] / Hayming ∙ der ∙ zei[t pfleger] / zw ∙ grießpach ∙ de(m) ∙ g[ott gnad] II. Spruchband: AL // HERNA//CHa)
dio~di101-0207~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Hie ligt begraben der Edl vnd vest / Alban von klossen zw haid(e)nburg / Erb marschak<appalpha id=""footnotes-appalpha-dio-di101-0207-a"">a)</appalpha> Jm nyderlants paier(e)n / der gestorben ist an Samcztag nach / sand Marttanstag dem got genedig / Vnd Parmherczig well Sein Ame(n) / Anno Domini M v<appalpha id=""footnotes-appalpha-dio-di101-0207-c"">c</appalpha> xxiiii Jar</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>ALL HER//NACH<appalpha id=""footnotes-appalpha-dio-di101-0207-b"">b)</appalpha> // 1 // 5 // 24<appalpha id=""footnotes-appalpha-dio-di101-0207-c"">c)</appalpha></lno>
      </par>
    </sec>
  </sco>";I. Hie ligt begraben der Edl vnd vest / Alban von klossen zw haid(e)nburg / Erb marschaka) Jm nyderlants paier(e)n / der gestorben ist an Samcztag nach / sand Marttanstag dem got genedig / Vnd Parmherczig well Sein Ame(n) / Anno Domini M vc xxiiii Jar II. ALL HER//NACHb) // 1 // 5 // 24c)
dio~di101-0208~1;"<sco>
    <sec>
      <par>
        <lno>An(n)o ∙ d(omi)ni ∙ M[dxxv ∙]<appalpha id=""footnotes-appalpha-dio-di101-0208-a"">a)</appalpha> die 6 ∙ Julij / Mensis oct(ava) p(e)tri<appalpha id=""footnotes-appalpha-dio-di101-0208-b"">b)</appalpha> (et)<appalpha id=""footnotes-appalpha-dio-di101-0208-c"">c)</appalpha> p<lig>av</lig>li<appalpha id=""footnotes-appalpha-dio-di101-0208-d"">d)</appalpha> Obỵt ∙ V(e)n(erabi)lis<appalpha id=""footnotes-appalpha-dio-di101-0208-e"">e)</appalpha> ∙ vir ∙ Sigismu(n)d(us) ḳạḷịṇg(er) Ex // La[---] Reqviescat ∙ Jn ∙ pace ∙</lno>
      </par>
    </sec>
  </sco>";An(n)o ∙ d(omi)ni ∙ M[dxxv ∙]a) die 6 ∙ Julij / Mensis oct(ava) p(e)trib) (et)c) pavlid) Obỵt ∙ V(e)n(erabi)lise) ∙ vir ∙ Sigismu(n)d(us) ḳạḷịṇg(er) Ex // La[---] Reqviescat ∙ Jn ∙ pace ∙
dio~di101-0209~1;"<sco>
    <sec>
      <par>
        <lno>Anno ∙ d(omi)ni ∙ 1∙ 5 ∙ 25 ∙ An ∙ Sand / gallen ∙ tag starb ∙ der ∙ Edl ∙ Vest / ∙ Achacz ∙ tusslinger ∙ zw pilhay(m) / Got ∙ Welle ∙ Vns ∙ allen ∙ gnädig / vnd ∙ Bar(m)//herzig<appalpha id=""footnotes-appalpha-dio-di101-0209-a"">a)</appalpha> ∙ sey(n)</lno>
      </par>
    </sec>
  </sco>";Anno ∙ d(omi)ni ∙ 1∙ 5 ∙ 25 ∙ An ∙ Sand / gallen ∙ tag starb ∙ der ∙ Edl ∙ Vest / ∙ Achacz ∙ tusslinger ∙ zw pilhay(m) / Got ∙ Welle ∙ Vns ∙ allen ∙ gnädig / vnd ∙ Bar(m)//herziga) ∙ sey(n)
